country,points,price,title,variety,winery,City,Lat,Lng
Italy,89,26.0,Nals Margreid 2010 Sirmian Pinot Bianco (Alto Adige),Pinot Bianco,Nals Margreid,appiano,46.54,11.2
Argentina,89,19.0,O. Fournier 2007 B Crux Red (Uco Valley),Red Blend,O. Fournier,lujan,-33.8,-69.12
Italy,89,13.0,Pico Maccario 2010 Estrosa White (Monferrato),White Blend,Pico Maccario,acqui terme,44.79,8.48
Argentina,89,30.0,Sottano 2009 Reserva de Familia Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Sottano,lujan,-33.1,-68.92
US,89,20.0,St. Francis 2009 Old Vines Zinfandel (Sonoma County),Zinfandel,St. Francis,santa rosa,38.44,-122.58
US,89,30.0,Trailhead 2010 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Trailhead,traverse city,45.33,-84.96
Italy,89,52.0,Franz Haas 2009 Sauvignon (Alto Adige),Sauvignon,Franz Haas,laives,46.32,11.29
Austria,92,24.0,Forstreiter 2012 Schiefer Reserve Grüner Veltliner (Kremstal),Grüner Veltliner,Forstreiter,traismauer,48.38,15.69
US,92,34.0,Cambria 2011 Bench Break Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Cambria,santa maria,34.88,-120.26
Italy,92,41.0,I Giusti e Zanza 2009 Dulcamara Red (Toscana),Red Blend,I Giusti e Zanza,cascina,43.58,10.52
US,92,52.0,J. Christopher 2011 Bella Vida Vineyard Unfiltered Pinot Noir (Dundee Hills),Pinot Noir,J. Christopher,newberg,45.34,-123.01
Argentina,92,215.0,Viña Cobos 2011 Marchiori Vineyard Block C2 Malbec (Perdriel),Malbec,Viña Cobos,lujan,-33.1,-68.92
US,92,60.0,Talley 2011 Rincon Vineyard Pinot Noir (Arroyo Grande Valley),Pinot Noir,Talley,arroyo grande,35.18,-120.52
Spain,92,40.0,Acústic 2010 Braó Vinyes Velles Carignan-Grenache (Montsant),Carignan-Grenache,Acústic,cambrils,41.13,0.8
US,92,125.0,Parallel 2010 Fortune Teller Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Parallel,canyon rim,40.71,-111.83
France,92,45.0,Domaine Daniel Dugois 2006 Vin Jaune Savagnin (Arbois),Savagnin,Domaine Daniel Dugois,champagnole,46.95,5.79
Australia,92,70.0,Kilikanoon 2009 Green's Vineyard Shiraz (Barossa Valley),Shiraz,Kilikanoon,gawler,-33.92,138.62
Argentina,92,30.0,Finca Sophenia 2011 Synthesis Malbec (Tupungato),Malbec,Finca Sophenia,lujan,-33.46,-69.22
US,87,35.0,Treana 2008 Treana Red Cabernet Sauvignon-Syrah (Paso Robles),Cabernet Sauvignon-Syrah,Treana,atascadero,35.59,-120.72
Chile,87,20.0,Ventisquero 2008 Grey [Glacier] Single Block Trinidad Vineyard Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Ventisquero,santa cruz,-34.62,-71.25
Italy,87,56.0,Cascina Adelaide 2005 4 Vigne  (Barolo),Nebbiolo,Cascina Adelaide,alba,44.61,7.95
US,87,24.0,Claudia Springs 2007 Zinfandel (Mendocino County),Zinfandel,Claudia Springs,ukiah,39.13,-123.53
Romania,87,7.0,Cramele Recas 2009 Chardonnay (Recas),Chardonnay,Cramele Recas,recas,45.8,21.51
France,87,30.0,Domaine Bertagna 2009 Les Dames Huguettes  (Côte de Nuits-Villages),Pinot Noir,Domaine Bertagna,chenove,47.18,4.96
Greece,87,18.0,Domaine Sigalas 2010 Asirtiko Athiri White (Santorini),White Blend,Domaine Sigalas,oia,36.47,25.39
Italy,87,20.0,Socré 2006 Nebbiolo (Langhe),Nebbiolo,Socré,alba,44.71,8.07
Italy,87,18.0,Boffa 2006 Nebbiolo (Langhe),Nebbiolo,Boffa,alba,44.73,8.08
US,87,40.0,Mount Veeder 2008 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Mount Veeder,sonoma,38.36,-122.4
Italy,86,15.0,Bellussi NV Extra Dry  (Prosecco di Valdobbiadene),Prosecco,Bellussi,valdobbiadene,45.88,12.0
Italy,86,20.0,Paladin 2007 Millesimato Brut Prosecco (Veneto),Prosecco,Paladin,santo stino di livenza,45.79,12.67
Italy,86,22.0,Perlage 2008 Col di Manza Extra Dry Millesimato  (Prosecco di Valdobbiadene),Prosecco,Perlage,pieve di soligo,45.9,12.14
Italy,86,16.0,Sant Eurosia 2007 Brut  (Prosecco di Valdobbiadene),Prosecco,Sant Eurosia,ivrea,45.44,7.88
Italy,86,12.0,L'Antica Quercia 2007 Matiú Brut  (Prosecco di Conegliano),Prosecco,L'Antica Quercia,vittorio veneto,45.94,12.3
US,86,11.0,Lucas Vineyards 2007 Vignoles (Finger Lakes),Vignoles,Lucas Vineyards,ithaca,42.63,-76.71
Italy,86,15.0,Marsuret NV Extra Dry  (Prosecco di Valdobbiadene),Prosecco,Marsuret,valdobbiadene,45.91,12.06
Chile,86,18.0,De Martino 2007 Legado Reserva Chardonnay (Limarí Valley),Chardonnay,De Martino,talagante,-33.75,-70.9
US,86,16.0,Beringer 2007 Alluvium Blanc White (Knights Valley),White Blend,Beringer,sonoma,38.51,-122.48
US,86,34.0,Brutocao 2006 Reserve Zinfandel (Mendocino),Zinfandel,Brutocao,ukiah,38.97,-123.12
US,86,40.0,Clos La Chance 2006 Lila's Cuvée Red (Central Coast),Red Blend,Clos La Chance,morgan hill,37.07,-121.64
Italy,86,19.0,Sommariva NV Palazzo Rosso Brut  (Prosecco di Conegliano),Prosecco,Sommariva,palermo,38.15,13.34
Italy,86,18.0,Spagnol NV Col del Sas Extra Dry  (Prosecco di Valdobbiadene),Prosecco,Spagnol,valdobbiadene,45.91,12.06
France,86,42.0,Jacquart NV Mosaïque Rosé Brut  (Champagne),Champagne Blend,Jacquart,reims,49.26,4.04
Chile,83,35.0,Koyle 2015 Costa Pinot Noir (Colchagua Costa),Pinot Noir,Koyle,san vicente,-34.54,-70.98
France,83,16.0,Château Notre Dame du Quatourze 2015 Rosé (Languedoc),Rosé,Château Notre Dame du Quatourze,narbonne,43.16,3.0
France,82,11.0,Mémoires 2015 Rosé (Coteaux Varois en Provence),Rosé,Mémoires,libourne,44.58,-0.25
Spain,82,13.0,Cavas Hill NV 1887 Rosado Sparkling (Cava),Sparkling Blend,Cavas Hill,sant pere de ribes,41.32,1.69
France,82,18.0,Antoine Moltès & Fils 2015 Tradition Pinot Gris (Alsace),Pinot Gris,Antoine Moltès & Fils,guebwiller,47.98,7.29
US,82,48.0,Pezzi King 2013 Serracino Reserve Zinfandel (Dry Creek Valley),Zinfandel,Pezzi King,healdsburg,38.61,-122.86
Chile,80,19.0,Viña Tarapacá 2015 Gran Reserva Chardonnay (Leyda Valley),Chardonnay,Viña Tarapacá,santiago,-33.42,-70.6
Australia,100,350.0,Chambers Rosewood Vineyards NV Rare Muscat (Rutherglen),Muscat,Chambers Rosewood Vineyards,corowa,-36.04,146.45
Germany,97,775.0,Robert Weil 2014 Kiedrich Gräfenberg Trockenbeerenauslese Riesling (Rheingau),Riesling,Robert Weil,eltville,50.04,8.09
Australia,97,225.0,Torbreck 2012 RunRig Shiraz-Viognier (Barossa),Shiraz-Viognier,Torbreck,gawler,-34.48,138.95
Italy,97,150.0,Cavallotto 2010 Vignolo Riserva  (Barolo),Nebbiolo,Cavallotto,alba,44.63,7.98
Hungary,96,320.0,Oremus 2005 Eszencia  (Tokaji),Furmint,Oremus,tolcsva,48.29,21.44
US,96,68.0,Rochioli 2014 South River Chardonnay (Russian River Valley),Chardonnay,Rochioli,windsor,38.53,-122.87
France,96,630.0,Louis Latour 2014 Le Montrachet  (Montrachet),Chardonnay,Louis Latour,beaune,47.05,4.84
Australia,95,85.0,Jasper Hill 2013 Georgia's Paddock Shiraz (Heathcote),Shiraz,Jasper Hill,bendigo,-36.85,144.68
France,95,350.0,Château de la Tour 2013 Vieilles Vignes  (Clos de Vougeot),Pinot Noir,Château de la Tour,chenove,47.18,4.96
Germany,95,66.0,Weingut Hans Bausch 2011 Hattenheimer Hassel Auslese Riesling (Rheingau),Riesling,Weingut Hans Bausch,ingelheim,50.02,8.05
France,95,110.0,Philippe Colin 2014 Les Chenevottes Premier Cru  (Chassagne-Montrachet),Chardonnay,Philippe Colin,beaune,46.93,4.74
Italy,95,60.0,Bel Colle 2012 Simposio  (Barolo),Nebbiolo,Bel Colle,bra,44.66,7.93
US,95,200.0,J. Davies 2012 Jamie Cabernet Sauvignon (Diamond Mountain District),Cabernet Sauvignon,J. Davies,sonoma,38.5,-122.46
US,95,48.0,Winderlea 2014 Weber Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Winderlea,newberg,45.28,-123.04
Australia,95,60.0,Wakefield 2013 St. Andrews Single Vineyard Release Shiraz (Clare Valley),Shiraz,Wakefield,gawler,-34.0,138.7
Italy,88,21.0,Cantina Terlano 2000 Vorberg Pinot Bianco (Alto Adige),Pinot Bianco,Cantina Terlano,appiano,46.53,11.25
Italy,88,11.0,Montresor 2001  Bianco di Custoza,Garganega,Montresor,verona,45.46,10.97
Italy,88,21.0,Ronco del Gelso 1999 Chardonnay (Friuli),Chardonnay,Ronco del Gelso,gorizia,45.95,13.48
US,88,160.0,Sebastiani 1991 Cherryblock Vineyard Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Sebastiani,sonoma,38.29,-122.45
Italy,88,23.0,Elena Walch 2002 Castel Ringberg Sauvignon Blanc (Alto Adige),Sauvignon Blanc,Elena Walch,appiano,46.34,11.24
Italy,88,10.0,Gini 2002 Classico  (Soave),White Blend,Gini,san bonifacio,45.42,11.28
Italy,88,15.0,Borgo Conventi 2002 I Fiori del Borgo Sauvignon Blanc (Collio),Sauvignon Blanc,Borgo Conventi,gorizia,45.92,13.53
US,88,19.0,Ceago Vinegarden 2001 Kathleen's Vineyard Sauvignon Blanc (Mendocino County),Sauvignon Blanc,Ceago Vinegarden,clearlake,39.11,-122.82
Italy,88,40.0,Valiano 1997 Vino in Musica Sangiovese (Toscana),Sangiovese,Valiano,montepulciano,43.15,11.9
Italy,88,18.0,Volpe Pasini 2002 Zuc de Volpe Pinot Grigio (Colli Orientali del Friuli),Pinot Grigio,Volpe Pasini,cividale del friuli,46.11,13.4
Mexico,88,18.0,L.A. Cetto 1996 Private Reserve Nebbiolo (Valle de Guadalupe),Nebbiolo,L.A. Cetto,ensenada,32.12,-116.52
Italy,88,15.0,La Vis 2001 Bianco dei Sorni White (Trentino),White Blend,La Vis,trento,46.14,11.11
Chile,88,12.0,Lapostolle 2002 Estate Bottled Merlot (Rapel Valley),Merlot,Lapostolle,santiago,-33.4,-70.59
Italy,88,11.0,Fratelli Zeni 2000 Vigne Alte  (Bianco di Custoza),White Blend,Fratelli Zeni,pescantina,45.54,10.73
Italy,88,9.0,Tommasi 2001 Vigneto Santa Cecilia Chardonnay (Valdadige),Chardonnay,Tommasi,negrar,45.51,10.92
Italy,88,30.0,San Michele Eppan 2002 Sanct Valentin Gewürztraminer (Alto Adige),Gewürztraminer,San Michele Eppan,appiano,46.45,11.27
US,88,18.0,Vinoce 2001 Sauvignon Blanc (Rutherford),Sauvignon Blanc,Vinoce,napa,38.29,-122.29
US,88,34.0,Merriam 2000 Windacre Vineyard Merlot (Russian River Valley),Merlot,Merriam,windsor,38.58,-122.84
US,88,25.0,Kynsi 1999 Paragon Vineyard Pinot Noir (Edna Valley),Pinot Noir,Kynsi,arroyo grande,35.19,-120.58
Chile,88,14.0,Valdivieso 2001 Reserve Chardonnay (Central Valley),Chardonnay,Valdivieso,santiago,-33.48,-70.62
US,87,12.0,Bridlewood 2000 Sauvignon Blanc (Santa Ynez Valley),Sauvignon Blanc,Bridlewood,isla vista,34.65,-120.08
Chile,87,11.0,San Pedro 2002 Castillo de Molina Reserva Chardonnay (Lontué Valley),Chardonnay,San Pedro,melipilla,-34.04,-71.37
Chile,87,12.0,Undurraga 2001 Reserva Merlot (Maipo Valley),Merlot,Undurraga,penaflor,-33.65,-70.89
US,85,16.0,Cline 2007 Ancient Vines Zinfandel (California),Zinfandel,Cline,sonoma,38.21,-122.46
Italy,85,24.0,Astoria 2008 Extra Dry  (Prosecco di Valdobbiadene),Prosecco,Astoria,susegana,45.87,12.24
Italy,85,13.0,Cantine Maschio NV Brut Prosecco (Italy),Prosecco,Cantine Maschio,oderzo,45.85,12.43
Italy,85,19.0,Val d'Oca 2008 Millesimato Extra Dry  (Prosecco di Valdobbiadene),Prosecco,Val d'Oca,valdobbiadene,45.87,12.03
US,85,15.0,Vinavanti 2005 Le Bon Viveur Red (California),Red Blend,Vinavanti,poway,32.9,-117.14
US,85,45.0,Vino V 2005 White Hawk Vineyard Syrah (Santa Barbara County),Syrah,Vino V,oxnard,34.39,-119.29
Italy,85,19.0,Viticoltori Ponte NV Extra Dry  (Prosecco del Veneto),Prosecco,Viticoltori Ponte,oderzo,45.72,12.47
Italy,85,15.0,Le Vigne di Alice 2008 Millesimato Extra Dry  (Prosecco di Conegliano e Valdobbiadene),Prosecco,Le Vigne di Alice,vittorio veneto,45.95,12.29
US,85,20.0,McGregor 2007 Dry Gewürztraminer (Finger Lakes),Gewürztraminer,McGregor,corning,42.5,-77.1
US,85,20.0,Miles 2006 Cabernet Franc (Finger Lakes),Cabernet Franc,Miles,geneva,42.62,-76.92
US,85,12.0,Morro Bay 2006 Split Oak Vineyard Cabernet Sauvignon (California),Cabernet Sauvignon,Morro Bay,morro bay,35.37,-120.85
Italy,85,13.0,Pizzolato 2007  Prosecco del Veneto,Prosecco,Pizzolato,villorba,45.75,12.22
US,85,14.0,Red Newt Cellars 2007 Riesling (Finger Lakes),Riesling,Red Newt Cellars,ithaca,42.5,-76.87
Italy,85,14.0,Ca'Tullio NV Extra Dry  (Prosecco del Veneto),Prosecco,Ca'Tullio,cervignano del friuli,45.76,13.37
France,89,20.0,Château de Callac 2011  Graves,Bordeaux-style Red Blend,Château de Callac,bergerac,44.81,0.33
US,89,30.0,Guardian 2013 Confidential Source Merlot (Columbia Valley (WA)),Merlot,Guardian,woodinville,47.73,-122.14
US,89,20.0,Kerloo 2015 Blue Mountain Vineyard Grenache Blanc (Walla Walla Valley (WA)),Grenache Blanc,Kerloo,seattle,47.57,-122.34
Austria,89,23.0,Kohl 2015 Kittl Grüner Veltliner (Weinviertel),Grüner Veltliner,Kohl,zistersdorf,48.46,16.65
US,89,30.0,Las Positas 2014 Verdigris White (California),White Blend,Las Positas,livermore,37.65,-121.77
US,89,18.0,Lieb 2015 Bridge Lane Rosé (New York),Rosé,Lieb,clinton,41.04,-72.5
Spain,89,18.0,Luberri 2011 Seis  (Rioja),Tempranillo,Luberri,logrono,42.52,-2.63
US,89,35.0,Macari 2010 Cuvée Gabriella Brut Rosé Sparkling (North Fork of Long Island),Sparkling Blend,Macari,madison,40.99,-72.57
Austria,89,17.0,Malat 2015 Crazy Creatures Grüner Veltliner (Kremstal),Grüner Veltliner,Malat,krems,48.38,15.61
US,89,42.0,Milbrandt 2013 The Estates Clifton Hill Vineyard Syrah (Wahluke Slope),Syrah,Milbrandt,grandview,46.22,-119.78
US,89,30.0,Ojai 2014 McGinley Vineyard Sauvignon Blanc (Santa Ynez Valley),Sauvignon Blanc,Ojai,santa paula,34.45,-119.24
US,89,24.0,ONX 2015 Indie Tempranillo (Templeton Gap District),Tempranillo,ONX,atascadero,35.58,-120.69
US,89,16.0,Pomum 2014 Upland Vineyard Riesling (Snipes Mountain),Riesling,Pomum,woodinville,47.76,-122.15
US,89,27.0,Prospect 772 2014 Stepping Stones Grenache Blanc (Santa Barbara County),Grenache Blanc,Prospect 772,oakdale,38.04,-120.62
Italy,89,89.0,Revello Fratelli 2012 Rocche dell'Annunziata  (Barolo),Nebbiolo,Revello Fratelli,alba,44.64,7.96
Italy,89,15.0,Tenuta La Marchesa 2015 Gold Label  (Gavi),Cortese,Tenuta La Marchesa,novi ligure,44.74,8.79
US,89,54.0,Trione 2012 Henry's Blend Red (Alexander Valley),Bordeaux-style Red Blend,Trione,healdsburg,38.69,-122.88
Spain,89,15.0,Vinos de Arganza 2012 Século Mencía (Bierzo),Mencía,Vinos de Arganza,ponferrada,42.55,-6.78
US,89,38.0,Walla Walla Vintners 2013 Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Walla Walla Vintners,walla walla,46.09,-118.2
Austria,89,12.0,Winzer Krems 2015 Rosé Zweigelt (Niederösterreich),Zweigelt,Winzer Krems,krems,48.42,15.62
US,89,35.0,Wölffer 2013 Caya Cabernet Franc (Long Island),Cabernet Franc,Wölffer,old saybrook,40.95,-72.28
US,88,32.0,Dunbar 2012 Estate Grown Zinfandel (Sonoma Valley),Zinfandel,Dunbar,south charleston,38.36,-81.74
Austria,88,12.0,Eschenhof Holzer 2015 Altweingarten Grüner Veltliner (Wagram),Grüner Veltliner,Eschenhof Holzer,traismauer,48.48,15.87
Italy,88,28.0,Fattorie Romeo del Castello 2015 Vigorosa Rosato Nerello Mascalese (Etna),Nerello Mascalese,Fattorie Romeo del Castello,randazzo,37.89,14.98
US,88,20.0,Flying Cloud 2014 Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Flying Cloud,san luis obispo,35.24,-120.67
France,88,14.0,Gadais Père et Fils 2015 Domaine de la Vieille Cure Sur Lie  (Muscadet Sèvre et Maine),Melon,Gadais Père et Fils,vertou,47.14,-1.42
France,88,19.0,André Brunel 2014 Domaine de la Becassonne White (Côtes du Rhône),Rhône-style White Blend,André Brunel,sorgues,44.06,4.83
Italy,92,39.0,Majolini 2006 Pas Dosé Aligi Sassu Chardonnay (Franciacorta),Chardonnay,Majolini,gussago,45.63,10.13
Italy,92,35.0,Montemercurio 2007 Messaggero  (Vino Nobile di Montepulciano),Sangiovese,Montemercurio,montepulciano,43.08,11.77
France,92,69.0,Philippe Fontaine NV Brut Prestige  (Champagne),Champagne Blend,Philippe Fontaine,troyes,48.03,4.37
Canada,92,30.0,Pillitteri 2012 Reserve Icewine Vidal (Niagara-On-The-Lake),Vidal,Pillitteri,niagara falls,43.23,-79.11
US,92,23.0,Roederer Estate NV Brut Sparkling (Anderson Valley),Sparkling Blend,Roederer Estate,ukiah,39.11,-123.5
US,92,45.0,Rusack 2011 Solomon Hills Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Rusack,lompoc,34.64,-120.14
Italy,92,50.0,Bellavista 2006 Gran Cuvée Pas Operé Sparkling (Franciacorta),Sparkling Blend,Bellavista,cazzago san martino,45.61,9.98
France,92,100.0,Chanoine NV Tzarina No 1 Brut  (Champagne),Champagne Blend,Chanoine,bagnols-sur-ceze,44.17,4.52
US,92,50.0,Chehalem 2011 Ridgecrest Vineyards Pinot Noir (Ribbon Ridge),Pinot Noir,Chehalem,newberg,45.31,-122.92
France,92,66.0,Henri de Villamont 2010 Blagny Premier Cru  (Meursault),Chardonnay,Henri de Villamont,beaune,47.06,4.82
France,92,60.0,Vollereaux 2007 Cuvée Marguerite Brut  (Champagne),Champagne Blend,Vollereaux,epernay,49.02,3.93
Germany,92,115.0,Wittmann 2011 Westhofen Morstein GG Trocken Riesling (Rheinhessen),Riesling,Wittmann,worms,49.71,8.25
Italy,92,69.0,Valentina Cubi 2008 Morar  (Amarone della Valpolicella),Red Blend,Valentina Cubi,negrar,45.53,10.89
US,92,65.0,Domaine Serene 2010 Evenstad Reserve Pinot Noir (Willamette Valley),Pinot Noir,Domaine Serene,newberg,45.27,-123.07
Germany,92,42.0,Dr. Loosen 2011 Ürziger Würzgarten Alte Reben GG Trocken Riesling (Mosel),Riesling,Dr. Loosen,morbach,49.92,7.07
France,92,70.0,H. Blin 2003 Édition Limitée Extra Brut  (Champagne),Champagne Blend,H. Blin,chateau-thierry,49.09,3.64
US,92,130.0,Bell 2009 Clone 6 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Bell,napa,38.39,-122.34
France,92,65.0,Château Vray Croix de Gay 2010  Pomerol,Bordeaux-style Red Blend,Château Vray Croix de Gay,libourne,44.94,-0.17
Italy,87,15.0,Santa Maria La Palma 2006 Riserva  (Cannonau di Sardegna),Cannonau,Santa Maria La Palma,alghero,40.66,8.27
US,87,45.0,Sparkman 2009 Stella Mae Red (Red Mountain),Bordeaux-style Red Blend,Sparkman,woodinville,47.73,-122.14
Italy,87,18.0,Argiolas 2008 Costera Cannonau (Isola dei Nuraghi),Cannonau,Argiolas,sinnai,39.37,9.16
US,87,60.0,Babcock 2010 Ocean's Ghost Pinot Noir (Sta. Rita Hills),Pinot Noir,Babcock,lompoc,34.67,-120.33
South Africa,87,12.0,Cape View 2011 Chenin Blanc (Stellenbosch),Chenin Blanc,Cape View,cape town,-34.1,18.39
South Africa,87,12.0,Ken Forrester 2011 Petit Chenin Blanc (Western Cape),Chenin Blanc,Ken Forrester,somerset west,-34.03,18.82
Italy,87,15.0,Marco Cecchini 2010 Tovè White (Colli Orientali del Friuli),White Blend,Marco Cecchini,cividale del friuli,46.14,13.34
Italy,87,18.0,Vigneti Le Monde 2010 Pinot Grigio (Friuli Grave),Pinot Grigio,Vigneti Le Monde,motta di livenza,45.86,12.55
US,87,30.0,Zerba Cellars 2008 Sangiovese (Walla Walla Valley (WA)),Sangiovese,Zerba Cellars,college place,46.0,-118.39
US,87,12.0,Knapp 2011 Chardonnay (Finger Lakes),Chardonnay,Knapp,geneva,42.77,-76.78
US,87,18.0,Lava Cap 2010 Battonage Chardonnay (El Dorado),Chardonnay,Lava Cap,placerville,38.75,-120.74
Spain,87,25.0,Loess 2009 Collection Blanco Verdejo (Rueda),Verdejo,Loess,aranda de duero,41.72,-3.9
US,87,30.0,MICA Cellars 2009 Babcock Vineyard Cabernet Franc (Suisun Valley),Cabernet Franc,MICA Cellars,placerville,38.6,-120.68
US,87,17.0,Michael Pozzan 2010 Annabella Pinot Noir (Carneros),Pinot Noir,Michael Pozzan,sonoma,38.44,-122.4
France,87,20.0,Domaine du Grand Cros 2011 L'Esprit de Provence Rosé (Côtes de Provence),Rosé,Domaine du Grand Cros,brignoles,43.32,6.19
Spain,87,11.0,El Coto 2011 Rosado Rosé (Rioja),Rosé,El Coto,tineo,43.2,-6.54
US,87,15.0,Fenestra 2010 Silvaspoons Vineyard Verdelho (Lodi),Verdelho,Fenestra,livermore,37.64,-121.8
Austria,87,18.0,Gunter Triebaumer NV Muscato Moscato (Österreichischer Sekt),Moscato,Gunter Triebaumer,rust,47.8,16.67
US,87,19.0,Hanna 2011 Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,Hanna,roseland,38.42,-122.81
France,87,15.0,Alain Jaume et Fils 2009 Réserve Grand Veneur Red (Côtes du Rhône),Rhône-style Red Blend,Alain Jaume et Fils,orange,44.11,4.82
Spain,87,16.0,Aleo 2009 Tempranillo (Vino de la Tierra de Castilla y León),Tempranillo,Aleo,logrono,42.57,-2.59
Italy,87,12.0,Altùris 2011 White (Venezia Giulia),White Blend,Altùris,cividale del friuli,46.08,13.44
US,87,28.0,Camaraderie 2009 Clifton Vineyard Syrah (Wahluke Slope),Syrah,Camaraderie,port angeles,48.1,-123.48
France,91,70.0,Boude Baudin 2010 Cuvée St Clément  (Champagne),Champagne Blend,Boude Baudin,epernay,49.11,3.91
US,91,90.0,Conn Creek 2013 El Adobo Ranch Vineyard Cabernet Sauvignon (Chiles Valley),Cabernet Sauvignon,Conn Creek,sonoma,38.49,-122.4
US,91,75.0,D.R. Stephens 2014 Silver Eagle Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,D.R. Stephens,sonoma,38.51,-122.44
US,91,55.0,Davis Family 2014 Soul Patch Estate Grown Pinot Noir (Russian River Valley),Pinot Noir,Davis Family,healdsburg,38.61,-122.86
France,91,60.0,Domaine Jeannin-Naltet 2014 Le Clos l'Evêque Premier Cru  (Mercurey),Pinot Noir,Domaine Jeannin-Naltet,chalon-sur-saone,46.84,4.73
US,91,35.0,Qupé 2013 Doux Sawyer Lindquist Vineyard Marsanne (Edna Valley),Marsanne,Qupé,arroyo grande,35.12,-120.58
US,91,55.0,Rex Hill 2014 Sims Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Rex Hill,newberg,45.31,-122.92
US,91,65.0,Ruby 2015 Steve's Reserve Pinot Noir (Chehalem Mountains),Pinot Noir,Ruby,livermore,37.65,-121.81
US,91,35.0,Structure 2014 Wallula Syrah (Horse Heaven Hills),Syrah,Structure,seattle,47.57,-122.34
US,91,55.0,Tumwater 2014 Prince Hill Vineyard Reserve Pinot Noir (Dundee Hills),Pinot Noir,Tumwater,canby,45.33,-122.68
France,91,42.0,Jeaunaux-Robin NV Brut Zéro Sélection  (Champagne),Champagne Blend,Jeaunaux-Robin,epernay,48.83,3.75
US,91,45.0,Joseph Jewell 2014 Bucher Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Joseph Jewell,windsor,38.47,-122.89
US,91,38.0,Le Vigne 2014 Di Domenico Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Le Vigne,atascadero,35.67,-120.66
Germany,91,22.0,Maximin Grünhäuser 2015 Trocken Riesling (Mosel),Riesling,Maximin Grünhäuser,trier,49.77,6.72
US,91,50.0,Northstar 2013 Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,Northstar,college place,46.01,-118.36
US,91,110.0,Padis 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Padis,napa,38.33,-122.35
US,91,45.0,Paul O'Brien 2014 Bradley Vineyard Pinot Noir (Umpqua Valley),Pinot Noir,Paul O'Brien,roseburg,43.21,-123.35
US,93,60.0,Flying Goat Cellars 2012 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Flying Goat Cellars,lompoc,34.64,-120.44
